,customer_city,customer_id,customer_state,customer_unique_id,customer_zip_code_prefix,freight_value,month,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_id,order_item_id,order_purchase_timestamp,order_status,payment_installments,payment_sequential,payment_type,payment_value,price,product_category_name_english,product_description_lenght,product_height_cm,product_id,product_length_cm,product_name_lenght,product_photos_qty,product_weight_g,product_width_cm,quantity,review_answer_timestamp,review_comment_message,review_comment_title,review_creation_date,review_id,review_score,seller_city,seller_id,seller_state,seller_zip_code_prefix,shipping_limit_date,timestamp,year
20,itupeva,a2f0e5f633e77e713c7e49a836876c78,SP,95de6cd75d82c25e5463531f370aa2a2,13295,11.85,7,2017-07-05 17:34:44,2017-07-06 11:16:52,2017-07-12 17:21:33,2017-07-25 00:00:00,9ac4df93702b3a7d40156ef4b6c81417,1.0,2017-07-05 14:23:53,delivered,1.0,1.0,credit_card,56.84,44.99,cool_stuff,537.0,5.0,725cbfcaff95a4d43742fdf13cf43c75,34.0,58.0,2.0,1850.0,34.0,1,2017-07-17 00:35:12,No message,No title,2017-07-13 00:00:00,f47345ed11637421a907f9426098703e,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-07-11 17:34:44,1499264633.0,2017
21,sao paulo,6751d1c35a37bfc06df3bd73a8abfdd7,SP,30e6832584525af7548c39b006897e34,5858,11.73,10,2017-10-13 11:14:23,2017-10-16 18:05:17,2017-10-19 19:33:21,2017-10-25 00:00:00,fed5e295c5412218d84f60a3d09717f4,1.0,2017-10-13 10:59:41,delivered,1.0,1.0,credit_card,60.63,48.9,cool_stuff,537.0,5.0,725cbfcaff95a4d43742fdf13cf43c75,34.0,58.0,2.0,1850.0,34.0,1,2017-10-23 07:09:36,No message,No title,2017-10-20 00:00:00,7473cf424e2e0543783db8d4ef1ae820,4.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-10-19 12:14:23,1507892381.0,2017
22,sao paulo,8860eda9f0c775c17cf854564eab3418,SP,c6eefe8e9d3cd8a9ef18730a674d9add,2261,7.78,7,2017-07-25 17:03:22,2017-07-26 14:37:38,2017-07-27 21:34:07,2017-08-07 00:00:00,f37bdf37547266e7d6760e52bc87dfe3,1.0,2017-07-25 16:49:56,delivered,1.0,1.0,credit_card,2.77,44.99,cool_stuff,537.0,5.0,725cbfcaff95a4d43742fdf13cf43c75,34.0,58.0,2.0,1850.0,34.0,2,2017-07-29 11:04:22,"O produto foi entregue super rápido, recomendo. ",No title,2017-07-28 00:00:00,1d37dd21d43d04d7b35226a84718386b,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-07-31 17:03:22,1501001396.0,2017
23,sao paulo,8860eda9f0c775c17cf854564eab3418,SP,c6eefe8e9d3cd8a9ef18730a674d9add,2261,7.78,7,2017-07-25 17:03:22,2017-07-26 14:37:38,2017-07-27 21:34:07,2017-08-07 00:00:00,f37bdf37547266e7d6760e52bc87dfe3,1.0,2017-07-25 16:49:56,delivered,1.0,2.0,voucher,50.0,44.99,cool_stuff,537.0,5.0,725cbfcaff95a4d43742fdf13cf43c75,34.0,58.0,2.0,1850.0,34.0,2,2017-07-29 11:04:22,"O produto foi entregue super rápido, recomendo. ",No title,2017-07-28 00:00:00,1d37dd21d43d04d7b35226a84718386b,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-07-31 17:03:22,1501001396.0,2017
24,belo horizonte,60c2cececa9f77296d64e5a4def548e6,MG,e3cfa812865195deccc10fbb07f7185f,30855,14.1,8,2017-08-02 14:30:20,2017-08-04 17:35:43,2017-08-11 19:34:06,2017-08-24 00:00:00,ff12a8872c437666ba0b1df5812a956e,1.0,2017-08-02 14:19:54,delivered,5.0,1.0,credit_card,59.09,44.99,cool_stuff,537.0,5.0,725cbfcaff95a4d43742fdf13cf43c75,34.0,58.0,2.0,1850.0,34.0,1,2017-08-15 01:42:19,No message,No title,2017-08-12 00:00:00,460f85230adbffd91ca36e692fbf945d,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-08-08 14:30:20,1501683594.0,2017
25,canoas,915411390c6b557e49b9cf369572d189,RS,56866c2bd443a3330747d4efa3541c6b,92020,16.6,9,2017-09-26 15:04:42,2017-09-28 15:28:02,2017-10-10 20:36:53,2017-10-25 00:00:00,0c511eb6cecb1f110a807dad27440c81,1.0,2017-09-26 14:45:50,delivered,1.0,1.0,credit_card,65.5,48.9,cool_stuff,537.0,5.0,725cbfcaff95a4d43742fdf13cf43c75,34.0,58.0,2.0,1850.0,34.0,1,2017-10-12 18:29:58,No message,No title,2017-10-11 00:00:00,8c2052115d045b89f144d3f27d55f6f0,4.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-10-02 15:04:42,1506437150.0,2017
26,sao paulo,3f564a14c326f9a681d340e75246b775,SP,88914cd8ecf222c3d2b5915960f5abb9,1421,11.73,8,2017-08-19 09:24:56,2017-08-21 16:32:45,2017-08-23 15:38:10,2017-08-31 00:00:00,f72af8df59fdbc3f45aeb2df4e1e9ca1,1.0,2017-08-18 09:17:25,delivered,3.0,1.0,credit_card,60.63,48.9,cool_stuff,537.0,5.0,725cbfcaff95a4d43742fdf13cf43c75,34.0,58.0,2.0,1850.0,34.0,1,2017-08-25 17:37:20,No message,No title,2017-08-24 00:00:00,df3bde559138dc2ec2d4340e8cfbef26,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-08-24 09:24:56,1503047845.0,2017
27,gravatai,220e4b027f0294fd79d2869ef67e7db6,RS,123ae28184c9e80638e71d40e37adc27,94130,14.1,8,2017-08-22 04:10:55,2017-08-23 13:54:29,2017-08-29 19:35:06,2017-09-15 00:00:00,1462290799412b71be32dd880eaf4e1b,1.0,2017-08-19 14:06:58,delivered,1.0,1.0,boleto,44.0,29.9,sports_leisure,251.0,5.0,d7faab3fa0091d1220a8ada9cae1bab3,22.0,60.0,1.0,600.0,20.0,1,2017-08-31 02:21:39,É garantido e de confiança .,No title,2017-08-30 00:00:00,36f6f70dc5e67e8e43b109cae0e92d40,4.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-08-28 04:10:55,1503151618.0,2017
28,campos dos goytacazes,54bd7edf8250e9e67794e9df507e3720,RJ,581c85ba0bfacbdb3f21e5ac6fd2187a,28016,16.11,11,2017-11-07 07:30:35,2017-11-10 14:24:33,2017-11-18 12:21:41,2017-11-28 00:00:00,60d13096e69ace88a0c5b8c3805010ca,1.0,2017-11-06 13:48:10,delivered,1.0,1.0,boleto,41.01,24.9,toys,562.0,6.0,605050407239c811cf987c99fbabaf4d,24.0,60.0,2.0,700.0,19.0,1,2017-11-19 16:31:28,Tudo certo conforme descrito! Gostei muito! Recomendo!,No title,2017-11-19 00:00:00,567f7936fdc67fde7d86f36e8295fc88,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-11-13 04:26:31,1509976090.0,2017
29,bauru,cf54331ed702f203f23da3cf5a0de4d2,SP,e1cc1be2730188040748affa422b2803,17050,11.85,8,2017-08-30 19:55:20,2017-08-31 18:37:38,2017-09-04 20:04:42,2017-09-18 00:00:00,5cd9658ba9e8ad15b491928fd7ec370d,1.0,2017-08-30 19:43:57,delivered,1.0,1.0,credit_card,36.75,24.9,toys,562.0,6.0,605050407239c811cf987c99fbabaf4d,24.0,60.0,2.0,700.0,19.0,1,2017-09-06 00:32:02,No message,No title,2017-09-05 00:00:00,ed72282669dc44e0c531ff09aac82ed1,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-09-05 19:55:20,1504122237.0,2017
30,bertioga,d2d82b8e87143477f9a27e005f4b87f3,SP,3c601cdf47f343edf04dbd987a837a2a,11250,13.37,8,2017-08-31 18:05:11,2017-09-01 17:32:30,2017-09-06 18:33:03,2017-09-19 00:00:00,a30b65719297f5afcb931bcad170cb7d,1.0,2017-08-31 17:49:40,delivered,6.0,1.0,credit_card,62.27,48.9,cool_stuff,645.0,4.0,c6d0daec0037d0ac4ee036ddff197b35,34.0,56.0,2.0,1800.0,34.0,1,2017-09-08 01:37:01,No message,No title,2017-09-07 00:00:00,e3af9663a7385b2109c41b87bdf78b44,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-09-06 18:05:11,1504201780.0,2017
31,nova friburgo,54ac14c3edc253de071e90f1e541bffc,RJ,b2ed6ed08d758a308f53dad5d0340548,28621,17.6,11,2017-11-05 16:10:28,2017-11-06 19:33:24,2017-11-14 22:59:46,2017-11-28 00:00:00,f8b3a190c48ca5261da8494b51c540bd,1.0,2017-11-05 15:56:14,delivered,6.0,1.0,credit_card,66.5,48.9,cool_stuff,645.0,4.0,c6d0daec0037d0ac4ee036ddff197b35,34.0,56.0,2.0,1800.0,34.0,1,2018-02-15 19:02:46,"Balança muito bonita, prática e confiável na sua informação do peso. ",No title,2017-11-15 00:00:00,8fb1fbf8f329ea45d50a1fe7f09c3a16,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-11-09 16:10:28,1509897374.0,2017
32,atibaia,4a2f70b7ed35b1881bab73d2be8d440c,SP,9a6d3775ed3c4dc33243faf14264f1a9,12941,11.73,10,2017-10-20 22:49:17,2017-10-23 19:48:21,2017-10-24 22:43:56,2017-11-01 00:00:00,bea597ea1f5ff4fa02bcaf403531e944,1.0,2017-10-20 22:34:48,delivered,1.0,1.0,voucher,60.63,48.9,cool_stuff,645.0,4.0,c6d0daec0037d0ac4ee036ddff197b35,34.0,56.0,2.0,1800.0,34.0,1,2017-11-02 22:32:13,No message,No title,2017-10-25 00:00:00,e6fed61d37e68c9ed81e1095a5bafe82,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-10-25 22:49:17,1508538888.0,2017
33,corinto,b4a8ee40d78cd04d9a9d2a3f1ce9a96e,MG,8f59de9bf83de25956e61deace67e77a,39200,17.6,10,2017-10-15 15:28:18,2017-10-17 16:34:06,2017-10-24 17:15:41,2017-11-07 00:00:00,bdfdaf0cec4a3710b0c2a0c91cddaa56,1.0,2017-10-15 15:15:09,delivered,3.0,1.0,credit_card,66.5,48.9,cool_stuff,645.0,4.0,c6d0daec0037d0ac4ee036ddff197b35,34.0,56.0,2.0,1800.0,34.0,1,2017-11-02 12:53:10,No message,No title,2017-10-25 00:00:00,aab5e09b2e51fb5b757db9cd7203cbd4,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-10-19 15:28:18,1508080509.0,2017
34,rio de janeiro,57ef317d4818cb42680fc9dfd13867ce,RJ,e883f26917e2095c439f70c2cf8c914b,22461,16.6,9,2017-09-11 18:04:37,2017-09-12 17:02:57,2017-09-23 13:21:21,2017-09-27 00:00:00,0010b2e5201cc5f1ae7e9c6cc8f5bd00,1.0,2017-09-11 17:39:33,delivered,3.0,1.0,credit_card,65.5,48.9,cool_stuff,537.0,5.0,5a419dbf24a8c9718fe522b81c69f61a,34.0,53.0,2.0,1800.0,34.0,1,2017-09-24 18:35:01,No message,No title,2017-09-24 00:00:00,f55e59915a07435c3615737a15470d96,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-09-15 18:04:37,1505151573.0,2017
35,diamantina,93a705448fbbe8d2c10f151c0510cd0c,MG,1bbae4260b7887325fccae14a592c130,39100,15.1,8,2017-08-06 21:15:17,2017-08-07 15:12:13,2017-08-14 19:36:05,2017-08-29 00:00:00,44905b3e611d2f738de87a2cca4961b2,1.0,2017-08-06 21:03:00,delivered,5.0,1.0,credit_card,59.59,44.49,cool_stuff,537.0,5.0,5a419dbf24a8c9718fe522b81c69f61a,34.0,53.0,2.0,1800.0,34.0,1,2017-08-16 03:18:19,muito bom!,No title,2017-08-15 00:00:00,680e321f8d204094a1cbd8f850c7ede5,5.0,maua,3504c0cb71d7fa48d967e0e4c94d59d9,SP,9350.0,2017-08-10 21:15:17,1502053380.0,2017
